Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,50th Speed Percentile,75th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,0: All Days (M-Su),1: Early AM (12am-6am),15,16,14,19.185,0.814,0.88,0.01,12.000,12.000,14.000,19.000,20.000,28.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,0: All Days (M-Su),2: Peak AM (6am-10am),334,15,14,19.185,0.766,19.68,0.31,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,0: All Days (M-Su),3: Mid-Day (10am-3pm),437,14,15,19.185,0.755,25.75,0.44,8.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,0: All Days (M-Su),4: Peak PM (3pm-7pm),951,15,14,19.185,0.763,56.01,0.91,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,0: All Days (M-Su),5: Late PM (7pm-12am),215,14,15,19.185,0.738,12.68,0.23,7.000,11.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),0: All Day (12am-12am),1742,15,14,19.185,0.792,102.63,1.41,9.000,13.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),1: Early AM (12am-6am),7,N/A,N/A,N/A,N/A,0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),2: Peak AM (6am-10am),322,15,14,19.185,0.777,18.99,0.28,9.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),3: Mid-Day (10am-3pm),307,15,14,19.185,0.780,18.11,0.27,9.000,13.000,16.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),4: Peak PM (3pm-7pm),945,15,14,19.185,0.802,55.66,0.71,9.000,13.000,15.000,17.000,18.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,1: Monday (M-M),5: Late PM (7pm-12am),160,15,14,19.185,0.773,9.42,0.14,8.000,12.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),0: All Day (12am-12am),2507,15,14,19.185,0.789,147.69,2.06,10.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),7,N/A,N/A,N/A,N/A,0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),695,15,14,19.185,0.777,40.93,0.61,10.000,12.000,15.000,17.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),420,16,14,19.185,0.810,24.74,0.30,9.000,13.000,16.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1167,15,14,19.185,0.795,68.76,0.92,11.000,13.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),217,14,15,19.185,0.746,12.81,0.23,8.000,11.000,15.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),0: All Day (12am-12am),2324,15,14,19.185,0.764,136.94,2.21,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),1: Early AM (12am-6am),7,N/A,N/A,N/A,N/A,0.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),2: Peak AM (6am-10am),612,15,15,19.185,0.757,36.07,0.60,9.000,12.000,15.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),3: Mid-Day (10am-3pm),380,15,14,19.185,0.770,22.38,0.35,8.000,12.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1125,15,14,19.185,0.770,66.26,1.03,9.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,3: Wednesday (W-W),5: Late PM (7pm-12am),200,14,15,19.185,0.734,11.78,0.22,8.000,11.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),0: All Day (12am-12am),2024,15,15,19.185,0.756,119.27,2.01,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),1: Early AM (12am-6am),12,14,15,19.185,0.751,0.74,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),2: Peak AM (6am-10am),445,15,14,19.185,0.775,26.21,0.40,9.000,12.000,15.000,17.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),315,15,14,19.185,0.763,18.55,0.30,8.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1032,14,15,19.185,0.753,60.81,1.04,9.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,4: Thursday (Th-Th),5: Late PM (7pm-12am),220,14,15,19.185,0.721,12.96,0.26,5.000,9.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),0: All Day (12am-12am),2487,14,15,19.185,0.756,146.54,2.47,9.000,12.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),1: Early AM (12am-6am),20,18,12,19.185,0.926,1.18,0.00,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),2: Peak AM (6am-10am),270,15,14,19.185,0.764,15.90,0.26,7.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),3: Mid-Day (10am-3pm),548,15,14,19.185,0.770,32.28,0.50,10.000,12.000,15.000,17.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),4: Peak PM (3pm-7pm),1274,14,15,19.185,0.748,75.04,1.32,10.000,12.000,14.000,16.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,5: Friday (F-F),5: Late PM (7pm-12am),376,14,15,19.185,0.745,22.15,0.40,7.000,11.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),0: All Day (12am-12am),1363,14,15,19.185,0.733,80.32,1.53,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),1: Early AM (12am-6am),32,14,16,19.185,0.706,1.90,0.04,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),50,13,17,19.185,0.667,2.96,0.08,2.000,4.000,14.000,16.000,16.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),537,14,15,19.185,0.747,31.66,0.56,8.000,12.000,15.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),588,14,15,19.185,0.730,34.62,0.67,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),156,14,15,19.185,0.720,9.18,0.19,9.000,10.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),0: All Day (12am-12am),1229,14,16,19.185,0.705,72.43,1.58,7.000,9.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),1: Early AM (12am-6am),11,16,14,19.185,0.808,0.66,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),2: Peak AM (6am-10am),31,14,16,19.185,0.705,1.85,0.04,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),499,13,16,19.185,0.677,29.42,0.73,6.000,9.000,13.000,15.000,16.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),535,14,15,19.185,0.723,31.53,0.63,8.000,10.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 521594967 / 1,0.059,yes,270,yes,2019-11,7: Sunday (Su-Su),5: Late PM (7pm-12am),152,14,15,19.185,0.728,8.97,0.18,5.000,9.000,15.000,18.000,18.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),0: All Day (12am-12am),2233,14,15,18.765,0.750,132.76,2.36,8.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),1: Early AM (12am-6am),26,15,15,18.765,0.778,1.55,0.02,4.000,9.000,15.000,18.000,19.000,22.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),2: Peak AM (6am-10am),244,16,14,18.765,0.828,14.48,0.16,8.000,12.000,16.000,18.000,19.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),3: Mid-Day (10am-3pm),564,14,15,18.765,0.771,33.55,0.53,7.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),4: Peak PM (3pm-7pm),1120,14,16,18.765,0.724,66.58,1.36,8.000,11.000,14.000,15.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,0: All Days (M-Su),5: Late PM (7pm-12am),279,14,15,18.765,0.743,16.60,0.31,7.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),0: All Day (12am-12am),2188,14,15,18.765,0.765,130.14,2.13,8.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),1: Early AM (12am-6am),19,15,14,18.765,0.792,1.14,0.02,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),2: Peak AM (6am-10am),303,15,14,18.765,0.826,17.99,0.20,7.000,13.000,16.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),3: Mid-Day (10am-3pm),473,15,15,18.765,0.783,28.12,0.42,8.000,11.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),4: Peak PM (3pm-7pm),1176,14,15,18.765,0.746,69.91,1.27,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,1: Monday (M-M),5: Late PM (7pm-12am),218,14,15,18.765,0.740,12.98,0.24,8.000,11.000,14.000,16.000,18.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),0: All Day (12am-12am),2326,14,15,18.765,0.767,138.33,2.24,9.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),8,N/A,N/A,N/A,N/A,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),350,16,13,18.765,0.857,20.84,0.19,9.000,13.000,16.000,19.000,20.000,22.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),687,15,15,18.765,0.780,40.87,0.62,7.000,11.000,15.000,17.000,18.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),1093,14,16,18.765,0.729,65.01,1.29,9.000,11.000,14.000,16.000,16.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),188,14,15,18.765,0.771,11.16,0.18,9.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,3: Wednesday (W-W),0: All Day (12am-12am),2250,14,15,18.765,0.756,133.78,2.30,9.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,3: Wednesday (W-W),2: Peak AM (6am-10am),400,15,14,18.765,0.818,23.77,0.28,9.000,12.000,16.000,18.000,19.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,3: Wednesday (W-W),3: Mid-Day (10am-3pm),397,15,14,18.765,0.799,23.62,0.32,10.000,11.000,15.000,17.000,18.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,3: Wednesday (W-W),4: Peak PM (3pm-7pm),1106,13,16,18.765,0.717,65.75,1.38,9.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,3: Wednesday (W-W),5: Late PM (7pm-12am),333,14,15,18.765,0.759,19.78,0.34,8.000,11.000,15.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),0: All Day (12am-12am),2946,14,16,18.765,0.734,175.19,3.39,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),1: Early AM (12am-6am),22,17,12,18.765,0.929,1.28,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),2: Peak AM (6am-10am),290,15,14,18.765,0.800,17.22,0.23,9.000,11.000,15.000,18.000,19.000,21.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),3: Mid-Day (10am-3pm),629,14,15,18.765,0.758,37.43,0.64,7.000,11.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),4: Peak PM (3pm-7pm),1577,13,16,18.765,0.707,93.79,2.07,9.000,10.000,13.000,15.000,16.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,4: Thursday (Th-Th),5: Late PM (7pm-12am),428,14,15,18.765,0.742,25.47,0.47,8.000,11.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),0: All Day (12am-12am),3162,14,15,18.765,0.741,188.00,3.51,8.000,11.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),1: Early AM (12am-6am),29,18,12,18.765,0.938,1.71,0.01,N/A,N/A,N/A,N/A,N/A,N/A
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),2: Peak AM (6am-10am),299,16,14,18.765,0.834,17.79,0.19,7.000,12.000,16.000,18.000,19.000,22.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),3: Mid-Day (10am-3pm),759,15,14,18.765,0.788,45.11,0.65,9.000,12.000,15.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),4: Peak PM (3pm-7pm),1644,13,16,18.765,0.705,97.77,2.18,8.000,10.000,13.000,15.000,17.000,18.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,5: Friday (F-F),5: Late PM (7pm-12am),431,13,16,18.765,0.714,25.62,0.55,6.000,10.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),0: All Day (12am-12am),1819,14,15,18.765,0.753,108.16,1.89,7.000,10.000,14.000,16.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),1: Early AM (12am-6am),66,14,16,18.765,0.729,3.94,0.08,3.000,7.000,15.000,18.000,20.000,24.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),41,16,13,18.765,0.878,2.46,0.02,3.000,6.000,18.000,20.000,23.000,62.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),566,14,15,18.765,0.750,33.63,0.60,7.000,10.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),829,14,15,18.765,0.748,49.27,0.89,9.000,11.000,14.000,16.000,17.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),317,14,15,18.765,0.759,18.85,0.32,8.000,9.000,14.000,17.000,18.000,20.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,7: Sunday (Su-Su),0: All Day (12am-12am),1187,14,16,18.765,0.729,70.56,1.40,7.000,10.000,14.000,16.000,17.000,19.000
"Jun 01, 2019 - Jun 01, 2020",All Vehicles - StL All Vehicles Volume,N/A,Clinton Street / 13406503 / 8,0.059,yes,269,yes,2019-12,7: Sunday (Su-Su),1: Early AM (12am-6am),30,12,18,18.765,0.639,1.77,0.05,N/A,N/A,N/A,N/A,N/A,N/A
