Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),1: Early AM (12am-6am),151,35,3,40.087,0.875,4.11,0.01,23.000,28.000,41.000,46.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),2: Peak AM (6am-10am),425,34,3,40.087,0.847,11.53,0.05,21.000,27.000,41.000,45.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),1450,34,3,40.087,0.838,39.32,0.19,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),4: Peak PM (3pm-7pm),1154,33,3,40.087,0.829,31.31,0.16,21.000,27.000,39.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-06,7: Sunday (Su-Su),5: Late PM (7pm-12am),738,33,3,40.087,0.832,20.02,0.10,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),0: All Day (12am-12am),4467,33,3,39.847,0.837,121.17,0.59,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),1: Early AM (12am-6am),120,35,3,39.847,0.874,3.26,0.01,21.000,27.000,42.000,47.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),2: Peak AM (6am-10am),745,33,3,39.847,0.837,20.20,0.10,22.000,27.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),3: Mid-Day (10am-3pm),1503,33,3,39.847,0.840,40.76,0.20,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),4: Peak PM (3pm-7pm),1256,33,3,39.847,0.840,34.07,0.16,21.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,0: All Days (M-Su),5: Late PM (7pm-12am),843,33,3,39.847,0.824,22.88,0.12,21.000,26.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),0: All Day (12am-12am),4005,33,3,39.847,0.837,108.64,0.53,21.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),1: Early AM (12am-6am),122,34,3,39.847,0.846,3.32,0.02,17.000,24.000,41.000,45.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),2: Peak AM (6am-10am),740,33,3,39.847,0.830,20.06,0.10,21.000,27.000,39.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),3: Mid-Day (10am-3pm),1350,34,3,39.847,0.844,36.63,0.17,22.000,27.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),4: Peak PM (3pm-7pm),1136,33,3,39.847,0.834,30.82,0.15,21.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,1: Monday (M-M),5: Late PM (7pm-12am),657,33,3,39.847,0.833,17.81,0.09,21.000,26.000,40.000,44.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),0: All Day (12am-12am),4340,33,3,39.847,0.837,117.73,0.57,21.000,27.000,40.000,43.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),95,35,3,39.847,0.874,2.57,0.01,24.000,29.000,41.000,45.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,Hill,0.027,yes,179,yes,2021-07,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),838,33,3,39.847,0.834,22.73,0.11,22.000,27.000,39.000,42.000
