Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),4: Peak PM (3pm-7pm),283,19,57,23.933,0.795,85.48,0.92,5.000,11.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,0: All Days (M-Su),5: Late PM (7pm-12am),185,19,58,23.933,0.788,55.86,0.63,4.000,11.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),0: All Day (12am-12am),945,19,57,23.933,0.800,285.19,2.98,5.000,12.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),1: Early AM (12am-6am),47,20,54,23.933,0.843,14.22,0.11,14.000,15.000,27.000,28.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),2: Peak AM (6am-10am),139,19,57,23.933,0.794,41.91,0.45,3.000,11.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),3: Mid-Day (10am-3pm),285,20,56,23.933,0.815,86.15,0.82,6.000,12.000,27.000,31.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),4: Peak PM (3pm-7pm),267,19,57,23.933,0.797,80.58,0.86,6.000,12.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,1: Monday (M-M),5: Late PM (7pm-12am),206,19,58,23.933,0.776,62.33,0.75,5.000,10.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),0: All Day (12am-12am),955,19,58,23.933,0.789,288.25,3.21,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),1: Early AM (12am-6am),54,19,57,23.933,0.802,16.23,0.17,4.000,13.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),2: Peak AM (6am-10am),151,20,56,23.933,0.815,45.70,0.43,3.000,11.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),3: Mid-Day (10am-3pm),231,19,58,23.933,0.786,69.73,0.79,4.000,11.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),4: Peak PM (3pm-7pm),342,19,58,23.933,0.777,103.30,1.24,4.000,10.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,2: Tuesday (Tu-Tu),5: Late PM (7pm-12am),177,19,57,23.933,0.792,53.30,0.58,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),0: All Day (12am-12am),943,19,57,23.933,0.795,284.69,3.07,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),1: Early AM (12am-6am),48,20,55,23.933,0.819,14.59,0.13,9.000,14.000,25.000,28.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),2: Peak AM (6am-10am),170,19,57,23.933,0.794,51.43,0.56,3.000,11.000,26.000,29.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),3: Mid-Day (10am-3pm),287,19,58,23.933,0.779,86.78,1.03,3.000,11.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),4: Peak PM (3pm-7pm),267,19,57,23.933,0.801,80.68,0.84,4.000,11.000,26.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,3: Wednesday (W-W),5: Late PM (7pm-12am),170,19,56,23.933,0.805,51.21,0.52,4.000,11.000,25.000,28.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),0: All Day (12am-12am),1047,19,57,23.933,0.799,315.92,3.31,5.000,11.000,27.000,30.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),1: Early AM (12am-6am),53,22,49,23.933,0.929,16.12,0.05,2.000,18.000,29.000,47.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 670543,0.302,yes,356,yes,2021-06,4: Thursday (Th-Th),2: Peak AM (6am-10am),178,19,56,23.933,0.807,53.81,0.54,3.000,12.000,27.000,29.000
