Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,3: Weekend (Sa-Su),1: Early AM (12am-6am),143,17,34,24.477,0.686,22.88,0.43,8,25,28
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,3: Weekend (Sa-Su),2: Peak AM (6am-10am),146,19,30,24.477,0.777,23.25,0.27,10,27,30
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,3: Weekend (Sa-Su),3: Mid-Day (10am-3pm),541,18,32,24.477,0.729,86.4,1.31,8,26,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,3: Weekend (Sa-Su),4: Peak PM (3pm-7pm),393,18,32,24.477,0.729,62.75,0.95,8,26,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 13465004 / 1,0.16,yes,145,yes,2022-07,3: Weekend (Sa-Su),5: Late PM (7pm-12am),348,17,34,24.477,0.701,55.59,0.97,7,25,29
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,1: Weekday (M-Th),1: Early AM (12am-6am),48,18,18,19.092,0.927,4.32,0.02,14,22,25
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,1: Weekday (M-Th),2: Peak AM (6am-10am),287,17,19,19.092,0.866,25.7,0.21,12,21,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,1: Weekday (M-Th),3: Mid-Day (10am-3pm),617,16,20,19.092,0.86,55.21,0.47,13,20,22
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,1: Weekday (M-Th),4: Peak PM (3pm-7pm),649,17,19,19.092,0.868,58.11,0.46,13,20,22
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,1: Weekday (M-Th),5: Late PM (7pm-12am),382,17,19,19.092,0.876,34.23,0.25,13,20,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,2: Friday (F-F),1: Early AM (12am-6am),63,18,18,19.092,0.931,5.67,0.02,13,22,28
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,2: Friday (F-F),2: Peak AM (6am-10am),272,17,19,19.092,0.894,24.37,0.15,13,21,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,2: Friday (F-F),3: Mid-Day (10am-3pm),706,16,20,19.092,0.855,63.19,0.56,12,20,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,2: Friday (F-F),4: Peak PM (3pm-7pm),743,17,19,19.092,0.866,66.52,0.54,13,20,22
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,2: Friday (F-F),5: Late PM (7pm-12am),476,16,20,19.092,0.862,42.58,0.36,12,20,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,3: Weekend (Sa-Su),1: Early AM (12am-6am),145,17,19,19.092,0.889,12.99,0.08,10,22,25
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,3: Weekend (Sa-Su),2: Peak AM (6am-10am),141,18,18,19.092,0.927,12.58,0.05,14,21,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,3: Weekend (Sa-Su),3: Mid-Day (10am-3pm),581,17,19,19.092,0.875,51.97,0.39,13,20,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,3: Weekend (Sa-Su),4: Peak PM (3pm-7pm),419,17,19,19.092,0.875,37.51,0.28,13,21,23
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,South Westgate Avenue / 136915189 / 1,0.089,yes,144,yes,2022-07,3: Weekend (Sa-Su),5: Late PM (7pm-12am),344,17,19,19.092,0.872,30.81,0.24,12,21,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 13380340 / 5,0.066,yes,235,yes,2022-07,1: Weekday (M-Th),1: Early AM (12am-6am),34,17,14,22.399,0.747,2.28,0.03,12,21,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 13380340 / 5,0.066,yes,235,yes,2022-07,1: Weekday (M-Th),2: Peak AM (6am-10am),279,15,16,22.399,0.68,18.45,0.39,10,20,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 13380340 / 5,0.066,yes,235,yes,2022-07,1: Weekday (M-Th),3: Mid-Day (10am-3pm),630,16,15,22.399,0.701,41.65,0.79,11,21,25
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 13380340 / 5,0.066,yes,235,yes,2022-07,1: Weekday (M-Th),4: Peak PM (3pm-7pm),645,16,15,22.399,0.702,42.67,0.81,11,20,24
"Jun 01, 2022 - Jun 01, 2023",All Vehicles - StL All Vehicles Volume,N/A,Texas Avenue / 13380340 / 5,0.066,yes,235,yes,2022-07,1: Weekday (M-Th),5: Late PM (7pm-12am),328,16,15,22.399,0.694,21.67,0.43,10,20,24
