Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),4: Peak PM (3pm-7pm),1002,15,8,23.768,0.618,33.96,0.88,4.000,7.000,21.000,25.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,5: Friday (F-F),5: Late PM (7pm-12am),628,16,8,23.768,0.658,21.30,0.47,6.000,9.000,21.000,23.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),0: All Day (12am-12am),1714,18,7,23.768,0.755,58.08,0.79,5.000,9.000,23.000,33.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),1: Early AM (12am-6am),150,17,7,23.768,0.718,5.07,0.08,5.000,8.000,24.000,32.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),183,16,8,23.768,0.666,6.19,0.13,6.000,9.000,21.000,22.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),554,18,7,23.768,0.773,18.79,0.23,6.000,10.000,23.000,35.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),405,18,7,23.768,0.771,13.73,0.17,6.000,9.000,24.000,40.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),422,18,7,23.768,0.766,14.30,0.18,5.000,11.000,22.000,27.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),0: All Day (12am-12am),1185,17,7,23.768,0.730,40.15,0.63,6.000,11.000,22.000,27.000
"Jan 01, 2019 - Mar 31, 2019",All Vehicles - StL All Vehicles Volume,N/A,St Louis,0.034,yes,208,yes,2019-01,7: Sunday (Su-Su),1: Early AM (12am-6am),125,17,7,23.768,0.731,4.23,0.07,9.000,12.000,22.000,24.000
