Data Periods,Mode of Travel,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Spot Traffic (StL Volume),Avg Spot Speed (mph),Free Flow Speed (mph),Free Flow Factor,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,4: Thursday (Th-Th),5: Late PM (7pm-12am),388,15,18.739,0.817,9.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),0: All Day (12am-12am),2476,15,18.739,0.781,9.000,20.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),1: Early AM (12am-6am),75,15,18.739,0.823,5.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),2: Peak AM (6am-10am),171,17,18.739,0.934,13.000,21.000,24.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),3: Mid-Day (10am-3pm),835,14,18.739,0.758,9.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),4: Peak PM (3pm-7pm),830,15,18.739,0.778,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,5: Friday (F-F),5: Late PM (7pm-12am),565,14,18.739,0.767,8.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),0: All Day (12am-12am),2237,14,18.739,0.763,9.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),1: Early AM (12am-6am),103,14,18.739,0.744,6.000,21.000,25.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),95,16,18.739,0.841,10.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),1000,14,18.739,0.760,10.000,19.000,21.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),670,14,18.739,0.765,10.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),369,14,18.739,0.750,7.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),0: All Day (12am-12am),2106,14,18.739,0.766,9.000,19.000,22.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),1: Early AM (12am-6am),133,13,18.739,0.712,6.000,20.000,23.000
"Jun 01, 2021 - Jun 01, 2022",All Vehicles - StL All Vehicles Volume,,North Hayworth Avenue,yes,0,yes,2021-07,7: Sunday (Su-Su),2: Peak AM (6am-10am),89,16,18.739,0.863,11.000,20.000,23.000
