Data Periods,Mode of Travel,Zone ID,Zone Name,Line Zone Length (Miles),Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Year-Month,Day Type,Day Part,Average Daily Segment Traffic (StL Volume),Avg Segment Speed (mph),Avg Segment Travel Time (sec),Free Flow Speed (mph),Free Flow Factor,Vehicle Miles of Travel (StL Volume),Vehicle Hours of Delay (StL Volume),5th Speed Percentile,15th Speed Percentile,85th Speed Percentile,95th Speed Percentile
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),1: Early AM (12am-6am),18,19,37,20.888,0.924,3.62,0.01,N/A,N/A,N/A,N/A
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),2: Peak AM (6am-10am),46,18,39,20.888,0.880,9.32,0.06,10.000,13.000,23.000,26.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),3: Mid-Day (10am-3pm),109,18,41,20.888,0.847,21.96,0.19,9.000,12.000,24.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),4: Peak PM (3pm-7pm),103,19,39,20.888,0.888,20.74,0.13,8.000,12.000,25.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,5: Friday (F-F),5: Late PM (7pm-12am),61,17,43,20.888,0.813,12.22,0.13,8.000,11.000,23.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),0: All Day (12am-12am),381,17,41,20.888,0.837,76.59,0.71,9.000,12.000,24.000,28.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),1: Early AM (12am-6am),21,19,39,20.888,0.895,4.20,0.02,N/A,N/A,N/A,N/A
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),2: Peak AM (6am-10am),30,18,40,20.888,0.864,6.09,0.05,11.000,13.000,21.000,22.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),3: Mid-Day (10am-3pm),119,18,41,20.888,0.841,23.95,0.22,9.000,12.000,23.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),4: Peak PM (3pm-7pm),120,17,42,20.888,0.815,24.16,0.26,7.000,11.000,24.000,29.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,6: Saturday (Sa-Sa),5: Late PM (7pm-12am),91,18,41,20.888,0.840,18.19,0.17,7.000,11.000,23.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),0: All Day (12am-12am),278,18,41,20.888,0.854,55.77,0.46,8.000,11.000,24.000,27.000
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),1: Early AM (12am-6am),21,18,40,20.888,0.863,4.24,0.03,N/A,N/A,N/A,N/A
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),2: Peak AM (6am-10am),22,16,45,20.888,0.769,4.43,0.06,N/A,N/A,N/A,N/A
"Jun 01, 2023 - Jun 01, 2024",All Vehicles - StL All Vehicles Volume,N/A,North Neptune Avenue / 1282320,0.201,yes,356,yes,2023-06,7: Sunday (Su-Su),3: Mid-Day (10am-3pm),98,18,40,20.888,0.873,19.75,0.14,9.000,12.000,24.000,27.000
